4246	name of a variety of bamboo
4248	a kind of bamboo with a red skin
4249	a writing-tablet
424A	bamboo ware
424B	a variety of bamboo shoots that sprout in winter
424C	crude bamboo mats
424D	to observe
424E	a cover
424F	name of a variety of bamboo
4250	a thin and long strip of bamboo for making baskets
4251	black skinned bamboo
4252	a winnow
4253	mattress made of bamboo strips
4254	bamboo slips
4255	a bamboo hat
4256	framework of a carriage
4257	a receptacle or container
4258	to pierce
4259	name of a variety of bamboo
425A	name of a variety of bamboo
425B	bamboo basket for washing rice
425C	young and tender bamboo
425D	bamboo ware
425E	a box
425F	a bamboo basket used to catch fishes
4260	name of a variety of bamboo
4261	name of a variety of bamboo
4262	a sieve
4263	slips of bamboo provided for writing in ancient times
4264	a bamboo ware for washing rice
4265	a small basket for chopsticks
4266	name of a variety of bamboo
4267	sound of bamboo
4268	bamboo joints
4269	a bamboo ware
426A	to grind
426B	name of a variety of bamboo
426C	coarse bamboo mats
426D	name of a variety of bamboo
426E	to plant
426F	dried bamboo
4270	bamboo shoots
4271	a cradle
4272	thin and flat slips of bamboo used for weaving purpose
4273	name of a variety of bamboo
4274	a bamboo ware to collect and keep something in
4275	to feed
4276	a sail
4277	a feather screen
4278	slips of bamboo for writing
4279	name of a variety of bamboo
427A	to deteriorate and become red
427B	red rice
427C	materials
427D	rice cake
427E	bad
427F	paste
4280	paste
4281	leavings
4282	poor quality of rice
4283	mixing rice with broth
4284	polished rice
4285	to soak rice
4286	cooked
4287	to feed
4288	distiller's grains or yeast
4289	preserved fruit
428A	well-boiled congee or rice gruel
428B	to adorn oneself
428D	thick congee or porridge
428E	powder
428F	mixing rice with broth
4290	fluffy stuffed dumplings
4291	pay
4292	refined
4293	to paste up
4294	polished rice
4295	well-boiled congee or gruel
4296	to eat rice-gruel mixed with meat
4297	a kind of grain
4298	a grain
4299	cooked or well-done
429A	steamed dumplings
429B	shreds
429C	dumplings
429D	to exile
429E	to roll round with the hand
429F	adorned
42A0	to give a supply of grain for rations
42A1	steamed bread
42A2	thick fluid
42A3	light yellow dust-like fungoid growth on wine
42A4	vegetable mixed with thick soup
42A5	congee
42A6	food (some food as glutinous rice tamale—made by wrapping the rice in broad leaves of reeds and boiled for a few hours—usually with other ingredients
42A7	a fart
42A8	storing grains
42A9	rice gravy
42AA	coarse rice -- unhulled
42AB	coarse rice
42AC	name of a variety of grain
42AD	to overturn
42AE	name of a variety of grain
42AF	grains with beardunripe rice plant
42B0	foodstuff
42B1	cakes made of rice-flour
42B2	to hull rice roughly
42B3	to break into pieces
42B4	food made of rice-flour
42B5	young and small
42B6	a rope for leading cattle
42B7	black silk
42B8	to twist
42B9	small
42BA	an implement to draw or to collect ropes or cords
42BB	silky
42BC	measuring unit
42BD	fine thread
42BE	ropes
42BF	the lapel or collar of a garment or robe
42C0	shoes made of hemp or hair
42C1	a rope for drawing up water
42C2	dresses for the bride
42C3	stinging
42C4	web
42C8	to bind loose hemp
42C9	a thread
42CA	decorations of the emperor's carriage
42CB	a kind of spring fishing net
42CC	strong
42CD	fine and delicate silk
42CE	to mend
42CF	thick and big ropes or cords
42D0	fabric
42D1	to tie
42D2	to relax
42D3	wrinkled
42D4	to band together
42D5	to lay the warp
42D6	long
42D7	strong and durable
42D8	to hand by a rope
42D9	reins
42DA	wings
42DB	the clustered embroidery patterns
42DC	crucial points
42DD	a throat-band
42DE	web
42DF	the weight on a steelyard
42E0	to repair
42E1	to relax
42E2	to twist ropes
42E3	decorations put on the mane or horsehair
42E4	plain white silk
42E5	lines
42E6	ravelled silk
42E7	ornaments for the frontal part of shoes
42E8	to set in order the old
42E9	pretty and fine silk fabrics
42EA	fine and delicate silk
42EB	to wind round the ropes
42EC	rug
42ED	to weave silk fabrics with green color for longitude and white for latitude
42EE	a sash
42EF	crucial points
42F0	to bind or restrain
42F1	a wild yak
42F2	a rope
42F3	cloth or paper pasted together
42F4	silk fabrics with mixed colors
42F5	quick
42F6	to stumble
42F7	a kind of thick
42F8	back center suture of the clothes
42F9	breadth of material
42FA	a swing
42FB	to spin and weave
42FC	slow
42FD	hempen sandals
42FE	cotton and silk to be laid and attached each other
42FF	a decorative knot made of colorful silk
4300	to arrange
4301	a pleat
4302	in ancient times
4303	raw silk
4304	a rope for drawing up water
4305	a thick ropes
4306	silk fabrics
4307	a thick rope
4308	to get something with a lasso
4309	the large of a net
430A	entourage
430B	a kerchief hung at the waist
430C	lace
430D	fine woven pattern
430E	to baste for sewing
4310	ropes
4311	tight
4312	pure
4313	many
4314	to soak
4315	to tie
4316	to gather
4317	the left over of drawing silk
4318	to knit
4319	hank of ropes
431A	wrinkles
431B	entourage
431C	to sew
431D	silk
431E	a knot to hang the apparatus made of reed for raising silkworms
431F	to weave silk ribbons
4320	hold on to one's own views
4321	to wind around
4322	raw
4323	to accumulate
4324	a kind of unrefined or unpolished silken textiles
4325	to sew clothes
4326	green color
4327	a kind of silk fabric
4328	thin silk fabrics
4329	fine
432A	to continue
432B	a hawser
432C	straight
432D	raw hemp
432E	silk fabrics with the color of new leaves
432F	a turban
4330	connected silk
4331	uneven
4332	light red
4333	a kind of unrefined or unpolished silken textiles
4334	uneven
4335	lapel and belt
4336	) black silk
4337	a thread
4338	fine silk fabric of bright white colour
4339	a garment of one colour with no lining
433A	flourishing
433B	wings
433C	a kind of fine silk fabric
433D	varicolored silk
433E	to lay the warp
433F	the breadth of cloth or paper
4340	clothes without hem
4341	the hem or border of a garment
4342	tools to draw water or liquid
4343	a vase
4344	an indenture
4345	containers for water or wine used in ancient times
4346	container for grains used in ancient times
4347	flat-bottom crock
4348	bottle
4349	traces or marks of incomplete or damage
434A	clay-made blowing wind instruments
434B	bottle
434C	a jar
434D	unburnt bricks
434E	a spindle
4350	a net or snare
4351	a net or snare
4352	net
4353	net for catching rabbit
4354	a full net
4355	net
4356	a kind of net in a trap used to catch birds and beasts
4357	to hang up
4358	a general term for nets
4359	nets for catching birds
435A	vast
435B	a kind of tool used to get fish
435C	a basket or a cage used to keep wild and domestic fowls
435D	net
435E	a drag-net
435F	a kind of fish net with fine meshes
4360	turban used in ancient times
4361	small fish net
4362	netted veined window-sill
4363	a kind of fish net
4364	to strain out
4365	smoky
4366	a kind of turban used in ancient times
4367	a ewe or she-goat
4368	to castrate
4369	to offer provision
436A	castrated ram
436B	a legendary goat-like animal with 4 ears and 9 tails
436C	to use
436D	a ewe or she-goat
436E	young goatunder one year old
436F	goat with asymmetric horns
4370	a plague or a pestilence of goat
4371	the wild goat or sheep
4372	a kind of sheepwith curled hairs
4373	disease
4374	to squeeze and to crowd against each other
4375	young goat
4376	unicorn
4377	to chase each other
4378	a legendary goat-like animal with 4 ears and 9 tails
4379	odor of a sheep or goat
437A	a legendary goat-like beast
437B	young goat of sheep under one year old
437C	salted mutton
437D	a fierce goat
437E	flying
437F	a kind of dance accompanied by music performed in ancient times
4380	flying
4381	used in person's name
4382	colorful feather
4383	fine down
4384	hairy
4385	flying
4386	flying
4387	quick
4388	flying
4389	to walk swiftly
438A	flying
438B	fly
438C	feather
438D	fine and soft hair
438E	to glide or to hover up in the air
438F	young birds flying
4390	hairy
4391	flying over the water surface
4392	flying quickly and to attack suddenly
4393	flying
4394	fine and soft hair
4395	flying birds
4396	soaring up in the sky
4397	flying
4398	birds flying
4399	flying
439A	the end of bird wings
439C	aged
439D	to soar
439F	to fawn on
43A0	to twist or to crumple between hands and make something turn
43A1	to shrink
43A2	to measureby pints and pecks
43A3	a plough
43A4	to till
43A6	to till
43A7	agricultural implements
43A8	to plough and sow
43A9	to till
43AA	the stalk of grain
43AB	to plant
43AC	a harrow
43AD	a kind of farm tool made of twisted thorn strips used to flatten the land
43AE	to plant
43AF	winter ploughing
43B0	name of a place in Sichuan Province
43B1	a harrow
43B2	ear lobe
43B3	lose of the ear
43B4	a legendary spirit
43B5	to look straight forward
43B6	offering blood to God
43B7	an old man with white hair
43B8	to hear
43B9	to hear
43BA	to learn
43BB	to hear
43BC	a kind of insect
43BD	to hear
43BE	big and round eyes
43BF	buzzing in the ears
43C0	inharmonious
43C1	unable to hear distinctly or clearly
43C2	clever
43C3	to hear
43C4	not to listen
43C5	to hear
43C6	buzzing in the ears
43C7	to hear
43C8	to unite
43C9	to waver
43CA	deaf
43CB	respectful
43CC	to vibrate
43CD	a small worm
43CE	milk
43CF	signs and groans
43D0	the buttocks
43D1	to burn
43D2	half of the body
43D3	the stomach
43D4	to eat meat
43D5	to cook food thoroughly
43D6	a wound
43D7	unexpectedly
43D8	a big abdomen
43D9	brine from pickled meat
43DA	small
43DB	a kind of insects
43DC	fat
43DD	gizzard
43DE	the belly
43DF	fat meat
43E0	meat soup
43E1	uncooked or raw meat
43E2	meat
43E3	maggot
43E4	top of the human head
43E5	dry
43E6	fat of animals or plants
43E7	fatty
43E8	to swell up greatly
43E9	to shrug the shoulders
43EA	tendon
43EB	in between of the abdomen and the spine
43EC	the spine
43ED	the cheeks
43EE	the sides of the trunk from armpits to ribs
43EF	moles
43F0	a kind of insects
43F1	body
43F2	protruded bones
43F3	olein
43F4	dim
43F5	plump
43F6	the stomach
43F7	medicine for a sore
43F8	fish
43F9	to watch stealthily
43FA	to swell
43FB	can
43FC	what is left over of the food
43FD	meat pulp
43FE	to swell
43FF	the calf of the legs
4400	to dismember body of the livestock
4401	the buttocks
4402	fat of animals or plants
4403	fat in the abdomen or intestine
4404	hunger for meat
4405	the buttocks
4406	big belly
4407	clear
4408	a piece of one foot two inches dried seasoned meat
4409	fat
440A	insects
440B	sick
440C	luxuriant
440D	excellent food
440E	fat
440F	fat
4410	curved part of the knee
4411	thin cut of the sliced meat
4412	not fine
4413	soft
4414	muscle of the calf
4415	oil and grease
4416	to laugh heartily
4417	a pig
4418	to laugh heartily
4419	the diaphragm
441A	good graces
441B	to loosen
441C	a swollen belly
441D	thick
441E	the thin membrane between skin and flesh that protects internal organs or tissues in the human body
441F	fat
4420	between the flesh
4421	the navel
4422	to wrinkle
4423	soup made of cut meat mixed with blood
4424	dried and seasoned meat
4425	stinky
4426	sleepy
4427	to reward or cheer troops with food
4428	back of the foot
4429	fat
442A	fat
442B	obesity
442C	crisp
442D	a discharge or flux
442E	skin
442F	ugly appearance of a person
4430	to offer food as tribute
4431	to pick the meat in between of bones
4432	half-raw meat
4433	fish
4434	lumbago
4435	fat
4436	to cook
4437	paunchy
4438	the back of the knee
4439	preserved and dried meat
443A	delicious
443B	big pieces of dried meat
443C	thin membrane of the throat
443E	fat
443F	gizzard
4440	the navel
4441	fatty
4442	fat
4443	dim moon
4444	rich
4445	dizzy and sleepy
4446	feel like vomiting
4447	medicine for a sore
4448	meat to offer for worship
4449	excrement
444A	fat
444B	fat
444C	what is left over of the food
444D	to swallow
444E	soup of pig's intestines
444F	ugly
4450	bright
4451	a servant
4452	a kind of farm tool used in ancient times
4453	a lookout
4454	to poundin order to remove the husk
4455	a rat
4457	to poundin order to remove the husk
4458	to pound
4459	put out the tongue
445A	sweet
445B	to lick
445C	to eat heavily
445D	a small cup with ears
445E	Shun
445F	luxuriant
4460	long and narrow boat
4461	small boat
4462	a knife shaped small boat
4463	a sailing boat
4464	a boat
4465	a moving boat
4466	a boat
4467	a short
4468	rudder
4469	a kind of inland rivers warship used in Qing Dynasty
446A	a sailing
446B	tools for boat
446C	boat
446D	war vessel
446F	a boat
4470	small boat
4471	a boat
4472	to row a boat
4473	a horizontal bar in front of a boat
4474	a boat
4475	a small boat
4476	sprightly boat
4478	a group of boats
4479	a numerary adjunct for ships
447A	a sail
447B	covering
447C	ocean-going liner
447D	a large boat
447F	small boat
4480	short and deep boat
4481	a small boat connected to the back of a big boat
4482	an oar
4483	to build
4484	fully laden of a boat
4485	beautiful eyes
4486	name of a ship
4487	name of a ship
4488	side beam of a boat
4489	a long
448A	a patientfacial complexion
448B	air current
448C	dark blue color
448D	without color
448E	without color
448F	disturbed in mind
4490	disturbed in mind
4491	grass
4492	name of a plant
4493	to do violence
4494	name of a variety of grass
4495	a kind of herb medicine
4496	a kind of herb medicine
4497	fragrant herb
4498	parsley
449A	name of a variety of grass
449B	name of a variety of grass
449C	name of a variety of grass
449D	root of the thatch
449E	name of a variety of grass
449F	name of a variety of grass
44A0	luxuriant
44A1	name of a variety of grass
44A2	sweet flag
44A3	lush or delicate
44A4	name of a variety of grass
44A5	corresponding
44A6	grass floats on water
44A7	a vessel or utensil made of straw
44A8	a kind of vegetable
44A9	name of a variety of grass
44AA	name of a variety of grass
44AB	grassy
44AC	not
44AD	rank
44B0	to follow
44B1	twigs of hemp used for fuel
44B2	another name for 黃岑
44B3	a flower
44B4	name of a variety of grass
44B5	name of a variety of grass
44B6	the sky
44B7	a kind of plant
44B8	grass
44B9	grassy
44BA	clay
44BB	a medical herb
44BC	a bamboo tray for raising silkworms
44BD	Illicium anisatum
44C2	name of a variety of grass
44C3	melancholy and sad
44C4	grassy
44C5	celery
44C6	to cut the
44C7	luxuriant
44C8	a kind of plant
44C9	name of a variety of grass
44CA	name of a variety of grass
44CB	elm-seeds -- used as food
44CC	polygala
44CD	cruciferous flowers
44CE	name of a variety of grass
44CF	flourishing
44D0	name of a variety of grass
44D1	name of a variety of grassduckweeds
44D2	Scirpus cyperinus var
44D3	name of a variety of grass
44D5	polygala
44D6	Cnidium officinale
44D7	scallions
44D8	a kind of plant
44D9	slanting
44DA	a kind of vegetable
44DB	molecular formula
44DC	salted or pickled vegetables
44DD	Chinese pennisetum
44DE	a kind of plant used as dyestuff
44DF	name of a variety of grass
44E0	the water plantain
44E1	a medical herb
44E2	name of a variety of grass
44E3	name of a variety of grass
44E4	vegetation
44E5	sound of the wriggled insects on the grass
44E6	a rule
44E7	urgent
44E8	long-necked bottle
44EB	name of a mountain in Taiwan
44ED	weed or grass with narrow thick glades
44EE	lush growth
44EF	water-pepper
44F0	absinthin
44F1	a kind of herb medicine
44F2	fine
44F3	name of a variety of grass
44F4	edible fungus from trees
44F5	to blossom
44F6	a kind of plant
44F7	Nymphoides peltalum
44F8	weed
44F9	to stuff full and to gulp down
44FA	name of a variety of grass
44FC	name of a variety of grass
44FD	name of a variety of grass
44FE	lush
44FF	a lotus flower
4500	parsley
4501	name of a variety of grass
4502	vegetable soup
4503	cordate houttuynia
4504	name of a variety of grass
4505	name of a variety of trees
4506	a kind of bean
4507	a kind of plant
4508	lush growth of grass
4509	scattered or dispersed of grass and trees
450A	dense growth of grass
450B	a kind of tree
450C	name of a variety of grass
450E	name of a variety of grass
450F	a lush
4510	delicate
4511	a white colored cluster grown at the tip of cogongrass
4512	name of a variety of grass
4513	herb medicine
4514	name of a variety of grass
4515	chicken breast
4516	water caltrop
4517	a kind of vegetable
4518	fish paste
4519	name of a variety of grass
451A	herb medicine
451B	fibrous plant of which cloth
451C	herb medicine
451D	name of a variety of grass
451E	the beginning
451F	shake and wave of the grass
4520	thin rootof the lotus
4521	name of a variety of grass
4522	Cathay
4523	a tribe in ancient times
4524	the lush and luxuriant of the grass and flowers
4525	common variety of artemisia
4527	a kind of plant
452A	name of a variety of grass
452C	hemp
452D	name of a variety of grass
452E	name of a variety of grass
452F	salted
4530	name of a variety of grass
4531	name of a variety of grass
4532	name of a variety of grass
4533	chickling
4534	name of a variety of grass
4535	fragrant thoroughwort
4536	name of a variety of grass
4537	Cyperus rotundus
4538	name of a variety of grass
4539	a fungus which grows on rotten plants and is eaten when fresh
453A	heading
453B	name of a variety of grass
453C	sound of the grass
453D	to cover
453E	a kind of fragrant herb
453F	lush growth
4540	name of a variety of grass
4541	suddenly
4543	the shade of a tree
4544	meat in the form of paste
4545	name of a variety of grass
4546	round straw quilt
4547	name of a variety of grass
4548	name of a variety of grass
4549	a kind of plant
454A	name of a variety of grass
454B	of elm group
454C	young grain
454D	name of a variety of grass
454E	name of a variety of grassperennial
454F	Artemisia
4551	parsley
4552	name of a variety of grass
4553	name of a variety of grass
4554	name of a variety of grass
4555	name of a variety of grass
4556	fragrant herb
4557	name of a variety of grass
4558	a variety of fungus
4559	to set in order
455A	a straw basket
455B	name of a variety of grass
455D	medical herb
455E	Henbane
455F	a kind of vegetable
4560	coarse bamboo mat
4561	Compositae
4562	weak
4563	water plant
4564	name of a county in ancient times
4565	herb medicine
4566	flower of the chrysanthemum
4567	Zizania latifolia
4568	rattan
4569	dry fruit
456A	the water plantain
456B	a one-legged monster
456C	ginger
456D	name of a variety of grass
456E	flower of the chrysanthemum
456F	duckweed
4570	another name for 知母
4571	name of a variety of grass
4572	Artemisia
4573	name of a variety of grass
4574	a second for monkshood
4575	name of a variety of grass
4576	name of a variety of grass
4577	a kind of plant
4578	wheat straw
4579	a curtain
457A	dense growth
457B	to adhere to
457C	name of a variety of grass
457D	the rhododendron -- it is said to cause sheep to stagger and die
457E	a kind of vegetable
457F	name of a variety of grass
4580	angelica
4581	number
4582	an edible water-plant
4583	the water is waving in the breeze
4584	to burn
4585	name of a variety of grass
4586	medicinal herb
4587	fragrant herb
4588	cruel
4589	to roar or howl
458A	tiger-like
458B	cruel
458C	of tiger
458D	to act with reverence
458E	tiger
458F	to dwell
4590	sound of a tiger
4591	a white tiger
4592	earthenware with the shape of a bean
4593	of a walking tiger
4594	a kind of white tiger
4595	a tiger
4596	to show familiarity
4597	strong
4598	a tiger
4599	a resting tiger
459A	a tiger
459B	of tiger
459C	the fighting sound made by two tigers
459D	insects
459E	a sea-insect
459F	a gadfly
45A0	a kind of lizard found in damp places
45A1	millipede
45A2	first-born silkworm
45A3	flea
45A4	to creep
45A5	insects that are injurious to crops
45A6	scorpion
45A7	a poisonous insect
45A8	mantis
45A9	a kind of bee
45AA	grub
45AB	oyster
45AC	beetle
45AD	grub
45AE	larvae
45AF	poisonous insect
45B0	a kind of gnat
45B1	large shrimp in the sea
45B2	a kind of insect
45B3	jellyfish
45B4	a kind of insect
45B5	insects
45B6	to rootearth with the snout
45B7	a kind of insect
45B8	moth
45B9	weevil
45BA	a legendary animal in ancient times
45BB	ephemera
45BC	the dung beetle
45BD	a kind of clam with thick white shells
45BF	a kind of clam with thick white shells
45C0	a kind of clam
45C1	a kind of cicada
45C2	Diemyctylus pyrrhogaster
45C3	the millipede
45C4	a kind of insect
45C5	millipede
45C6	a kind of insect
45C7	the toad
45C8	a gadfly
45C9	a small solitary wasp
45CA	to put out the tongue
45CB	a marine crab
45CC	dragonfly
45CD	wood-boring insect
45CE	a kind of insect
45CF	earwig
45D0	a weevil found in rice
45D1	firefly
45D2	a kind of clam
45D3	dragonfly
45D4	a house-lizard or gecko
45D5	bends
45D6	rainbow
45D7	millipede
45D8	a weevil
45D9	earthworm
45DA	eggs of mantis
45DB	a kind of insect
45DC	a mole-cricket
45DD	silkworm
45DE	silkworm
45DF	a kind of insect
45E0	the larva of mosquitoes
45E1	a kind of insect
45E2	flea
45E3	insect that lives in mulberry trees
45E4	a kind of worm produced in water
45E5	the solitary wasp
45E6	bee
45E7	Libellulidae
45E8	Lepsima saccharina
45E9	toad
45EA	Eupolyphaga sinensis
45EB	a frog
45EC	bee
45EE	a kind of insect
45EF	a kind of insect
45F0	spiral shell
45F1	a kind of insect
45F2	firefly
45F5	a disease attacked silkworm
45F6	wax
45F7	a kind of wasp
45F8	a kind of insect
45F9	hairy caterpillar
45FA	creeping
45FB	a kind of sea crab
45FC	a kind of insect
45FD	a small gadfly that suck blood of horse or cow
45FE	Corbicula leana
45FF	a kind of insect
4600	grasshoppers
4601	a blue-green colored cicada
4602	a kind of insect
4603	a kind of crab
4604	cicada family
4605	
4606	earthworm
4607	mosquito
4608	oyster
4609	silkworm
460A	flies
460B	a kind of insect
460C	gadfly
460D	a kind of scorpion
460E	name of an insect
460F	sympathy
4610	the bleed at the nose
4611	the pulse
4612	boy's reproductive organs
4613	thick blood of cattle and goat
4614	to vomit
4615	prostitute
4617	beautiful
4618	to drive
4619	to guard
461A	a servant
461B	卡䘛
461C	a napkin
461D	a shirt
461F	kind of silk woven with double threads and water proof
4620	greaves
4621	the sleeve
4622	old and shabby
4623	clothes that have no lining
4624	a sword covering to protect the scabbard
4625	the front of a Chinese gown
4626	a kind of head-dress wore in funeral rites in old days
4628	short leggings drawn over the trousers
4629	collar
462A	clothes without hem
462B	old rags
462C	armour
462D	the pleats on the lapel of a garment of thin silk
462E	to lose
462F	the lapel or collar of a garment or robe
4630	a hood
4631	wealthy
4633	a garment of single thickness
4634	short pants
4635	hissing sound of the clothes
4636	sleeves
4637	sleeves
4638	the lower front of a robe
4639	clothes that have no lining
463A	a seam which has come unsewn
463B	curtain on a carriage or car
463C	stockings
463D	clothing and ornaments
463E	trouser legs
463F	shirt or a jacket without any decorated hem
4640	a cloth to carry an infant on the back
4641	children's garments
4642	short pants
4643	sleeveless clothes
4644	clothes with thick hem
4645	the waistline
4646	slits on the lower part of a gown for freedom of movement
4647	clothes of coarse fabric
4648	a loose garment or cloak
4649	clothes
464A	arid
464C	a knot
464E	sleeves
464F	short sleeves shirt
4650	furs and linen garments
4651	a piece of sackcloth worn on the breast in mourning
4652	to store or save up
4653	the lower part of a garment
4654	clothes made of poor fabric
4655	clothes that have no lining
4656	a cloth to carry an infant on the back
4657	a swaddling cloth for infant
4658	exquisite
4659	clothes
465A	curling up
465B	ceremonial dress of the emperor or very high officials
465C	legendary mountain deity
465D	under garments
465E	woolen string
465F	heavy clothes
4660	short clothes
4661	a knot
4662	short T-shirt
4663	ragged garments or clothing
4664	good
4665	shiny dresses
4666	upper garments
4667	red color
4668	to wrap or bind
4669	clothes
466A	a loop for button
466C	plaits on the sides of a petticoat
466D	to lift or raise
466E	belt
466F	exquisite
4670	new feather
4671	a long coat
4672	to move
4673	spiting flames
4674	to soar as a bird
4675	rustic
4677	to obtain
4678	to obtain
4679	to vomit milk
467A	to observe
467B	to steal a look
467C	to see
467D	to see
467E	to wait for
467F	to see
4680	to see stealthily
4681	to see
4682	to see
4683	to realize fully
4684	to make fun of
4685	to look after home or domestic affairs
4686	to see
4687	to observe
4688	to see
4689	to see
468A	to look from a distance
468B	eyesight blurred
468D	to look at
468E	eyesight blurred
468F	to love
4690	getting red in the eyes
4691	to steal a glance
4692	eyesight blurred
4693	to observe
4694	to look suddenly
4695	to search out
4696	mountain deity
4697	to lift
4698	the long and upright horns of cattle
4699	a spoon for cooked rice made of horn of an animal
469A	horn of an animal
469B	regulate
469C	cattle with crosswise horns
469D	new-growing horns
469E	the middle of the horn
469F	horns
46A0	unbroken firewood
46A1	bones in a horn of cattle and goat
46A2	horn
46A3	crooked horns of the animal
46A5	to adjust a bow
46A6	slanted corners
46A7	curved with angles
46A8	a string fastened to an arrow to draw it back after shooting
46A9	high
46AA	curved horns
46AB	ornamental articles made of horns used to decorate the top of a stick or horsewhip
46AE	thicker
46AF	to quellto punishby force of arms
46B0	to prepare
46B1	honesty
46B2	to laugh at
46B3	do not know
46B4	anger
46B5	to induce
46B6	to scold in a loud voice
46B7	to treat
46B8	good
46B9	to prepare
46BA	ballad
46BB	to sing
46BC	ashamed
46BD	news
46BE	to think of
46BF	to shout in rage
46C0	reasonable authority statements
46C1	to murmur
46C2	to separate from
46C3	used in person's name
46C4	to console
46C5	loquacious
46C6	to curse
46C7	to laugh
46C8	to vow
46C9	to induce by words
46CA	cheerful all the time
46CB	to scheme
46CC	to provoke or arouseto cause disputes
46CD	loquacious
46CE	to shout in rage
46CF	to call somebody
46D0	an expression
46D1	silent
46D2	to argue
46D3	an official position in former times
46D4	to hold in hand
46D5	to flatter
46D6	loquacious
46D7	to pry into or expose another's secret
46D8	to think of
46D9	to smell the fragrance
46DA	to praise
46DB	courage
46DC	to ask
46DD	to like
46DE	loquacity
46DF	wild statements
46E0	unable to talk
46E1	words
46E2	cunning
46E3	speech
46E4	urgently
46E5	speech
46E6	litigation
46E7	riddle
46E9	to slander
46EA	loquacity
46EB	to deceive
46EC	baby talk
46ED	angry
46EE	to destroy
46EF	the reason for speaking
46F0	sketchy
46F1	to talk unremittingly
46F2	to deceive
46F3	to malign
46F4	joke
46F5	to teach orally
46F6	writings eulogizing a dead person
46F7	to obey
46F8	garrulous
46F9	to accuse
46FA	to warn
46FB	to induce
46FC	to slander
46FD	loquacious
46FE	familiar with
46FF	cunning
4700	to insult with words
4701	to abuse and insult
4703	to blame
4704	slow on talking
4705	to follow
4706	hasty words
4707	to speak not in a clear way
4708	to speak on behalf of another
4709	to jest
470A	noise
470B	to suspend
470C	chaos
470D	sweet
470E	sound
470F	to withdraw
4710	to libel
4711	to slander
4712	expression
4713	a slip of the tongue
4714	to speak on the ideas of someone else
4715	to exaggerate
4716	to talk
4717	angry words
4718	to guard
4719	not clever
471A	to speak recklessly or without forethought
471B	to slander
471C	words of anger
471D	uncertain
471E	a dose
471F	to verify
4720	language of the savage or barbarian
4721	to smell a fragrance
4722	cruel and violent
4723	joy
4725	birthday
4727	to insult with words
4729	a feast
472A	name of a pavilion in old times
472B	name of a valley in today's Hobei Province
472C	a cavern
472D	to dredge
472E	deep valley
472F	name of a valley in today's Shanxi Province
4730	deep valley
4731	name of a pavilion in today's Shanxi Province
4732	name of a village in old China
4734	brave
4735	fermented beans
4736	a small kidney bean
4737	fermented and seasoned soybeans
4738	small pieces of bean-stalks
473A	huskingbeans for cake
473B	fermented beans
473C	a kind of bean
473D	a kind of bean
473E	fermented beans
4740	garden peas
4741	a kind of wild leguminous plants
4742	to erect
4743	beans
4744	cowpea
4745	a pig
4746	hog
4747	grunting of pigs
4748	a large
474A	a sow
474B	a boar
474C	a pig seek for food through digging on the earth
474D	a wild boar
474E	a pig
474F	a sow
4750	a castrated hog
4751	a local produced pig
4752	a sow
4753	long beard or whiskers
4754	a badger
4755	good
4756	reptiles without feet
4757	a kind of animal like a tiger
4758	firm
4759	a kind of animal like a tiger
475A	a kind of animal
475C	a Tibetan lion
475D	an exclamation indicating admiration
475E	name of an immortal
475F	a legendary man-eating animal
4760	a kind of wild boar
4761	an animal in old times
4762	
4763	a kind of animal
4764	a primitive tribe in southwest China
4765	to roar or howlfrantic barks of dogs or wolves
4766	a kind of animal looks like leopard
4767	capital
4768	virtuous
4769	to relieve or give aid to the distressed
476A	to provide money or gift and to consult fortune-teller
476B	money
476C	a wealthy man
476D	wages
476E	to brag
476F	to change hands
4770	to store or to accumulate riches or valuables
4771	to trouble
4772	farewell presents
4773	to kill for money
4774	to present
4775	to thank with money or gifts
4776	to levy taxes
4777	securities
4778	a kind of tool
4779	fairly prosperous
477A	to pierce through
477B	to sell
477C	to bestow
477D	name of a person in old China
477E	to bestow
477F	honorable
4780	to desire for more money than one's rightful share
4781	corresponding
4782	fairly prosperous
4783	to relieve or give aid to the distressed
4784	to disperse
4785	to give to
4786	bone
4787	gifts to superiors or friends
4788	money
4789	a surplus
478A	to increase
478B	to do alms for the Buddhist priests or monks in old times
478C	to lose in trade
478D	to bestow
4790	plentiful
4791	a red swelling of the skin
4792	red color
4793	deep red
4794	deep red
4795	color of the fire
4796	name of a person
4797	suspicion
4798	to go straight forward
4799	to walk in hurriedly
479A	to hang on a big tree
479B	dancing of an eastern minority group in old China
479C	to reach
479D	lame
479E	to walk
479F	to press
47A0	to walk
47A1	to walk
47A2	to walk
47A3	to resist
47A4	to walk
47A5	to walk
47A6	to lie flat
47A7	hard to walk
47A8	half a pace
47A9	lame
47AA	walking rapidly
47AB	to walk
47AC	to pass through
47AD	walking rapidly
47AE	to crawl
47AF	to walk
47B0	walking rapidly
47B1	to fall over
47B3	to stumble and fall
47B4	to jump
47B5	to jump
47B6	walking rapidly
47B7	walking rapidly
47B8	to reach
47B9	to walk
47BA	to walk
47BB	to walk
47BC	to escape
47BD	to lie flat
47BE	frivolous
47BF	lame
47C0	to walk
47C1	a foot-race
47C2	slow
47C3	to move or march swiftly
47C4	in a hurry
47C5	to go ahead
47C6	to keep persons off the route of the emperor
47C7	to walk
47C8	to walk
